Filename,Prompt
amos-5-4.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For thus saith the LORD unto the house of Israel, Seek ye me, and ye shall live:'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
psalms-1-1.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Blessed {is} the man that walketh not in the counsel of the ungodly, nor standeth in the way of sinners, nor sitteth in the seat of the scornful. {ungodly: or, wicked}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-1-10-11.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'And while they looked stedfastly toward heaven as he went up, behold, two men stood by them in white apparel; Which also said, Ye men of Galilee, why stand ye gazing up into heaven? this same Jesus, which is taken up from you into heaven, shall so come in like manner as ye have seen him go into heaven.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-9-25.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'And every man that striveth for the mastery is temperate in all things. Now they {do it} to obtain a corruptible crown; but we an incorruptible.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
deuteronomy-13-4.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Ye shall walk after the LORD your God, and fear him, and keep his commandments, and obey his voice, and ye shall serve him, and cleave unto him.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
deuteronomy-8-5.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Thou shalt also consider in thine heart, that, as a man chasteneth his son, {so} the LORD thy God chasteneth thee.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
isaiah-9-6.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For unto us a child is born, unto us a son is given: and the government shall be upon his shoulder: and his name shall be called Wonderful, Counsellor, The mighty God, The everlasting Father, The Prince of Peace.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
amos-5-24.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'But let judgment run down as waters, and righteousness as a mighty stream. {run: Heb. roll}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
daniel-9-5.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'We have sinned, and have committed iniquity, and have done wickedly, and have rebelled, even by departing from thy precepts and from thy judgments:'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
john-10-10.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'The thief cometh not, but for to steal, and to kill, and to destroy: I am come that they might have life, and that they might have {it} more abundantly.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-15-33.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Be not deceived: evil communications corrupt good manners.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
daniel-4-37.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Now I Nebuchadnezzar praise and extol and honour the King of heaven, all whose works {are} truth, and his ways judgment: and those that walk in pride he is able to abase.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-13-3.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'And when they had fasted and prayed, and laid {their} hands on them, they sent {them} away.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-10-43.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'To him give all the prophets witness, that through his name whosoever believeth in him shall receive remission of sins.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-6-19-20.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'What? know ye not that your body is the temple of the Holy Ghost {which is} in you, which ye have of God, and ye are not your own? For ye are bought with a price: therefore glorify God in your body, and in your spirit, which are God's.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
deuteronomy-24-5.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'When a man hath taken a new wife, he shall not go out to war, neither shall he be charged with any business: {but} he shall be free at home one year, and shall cheer up his wife which he hath taken. {neither...: Heb. not any thing shall pass upon him}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
ephesians-2-8-9.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For by grace are ye saved through faith; and that not of yourselves: {it is} the gift of God: Not of works, lest any man should boast.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-2-9.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'But as it is written, Eye hath not seen, nor ear heard, neither have entered into the heart of man, the things which God hath prepared for them that love him.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-16-14.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Let all your things be done with charity.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-corinthians-12-10.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Therefore I take pleasure in infirmities, in reproaches, in necessities, in persecutions, in distresses for Christ's sake: for when I am weak, then am I strong.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
romans-3-23.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For all have sinned, and come short of the glory of God;'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-chronicles-29-12.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Both riches and honour {come} of thee, and thou reignest over all; and in thine hand {is} power and might; and in thine hand {it is} to make great, and to give strength unto all.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-corinthians-10-17-18.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'But he that glorieth, let him glory in the Lord. For not he that commendeth himself is approved, but whom the Lord commendeth.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-7-3-4.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Let the husband render unto the wife due benevolence: and likewise also the wife unto the husband. The wife hath not power of her own body, but the husband: and likewise also the husband hath not power of his own body, but the wife.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-1-14.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'These all continued with one accord in prayer and supplication, with the women, and Mary the mother of Jesus, and with his brethren.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-timothy-1-7.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For God hath not given us the spirit of fear; but of power, and of love, and of a sound mind.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
amos-3-7.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Surely the Lord GOD will do nothing, but he revealeth his secret unto his servants the prophets.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-chronicles-7-14.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'If my people, which are called by my name, shall humble themselves, and pray, and seek my face, and turn from their wicked ways; then will I hear from heaven, and will forgive their sin, and will heal their land. {which...: Heb. upon whom my name is called}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-2-41.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Then they that gladly received his word were baptized: and the same day there were added {unto them} about three thousand souls.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-13-13.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'And now abideth faith, hope, charity, these three; but the greatest of these {is} charity.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
daniel-2-23.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'I thank thee, and praise thee, O thou God of my fathers, who hast given me wisdom and might, and hast made known unto me now what we desired of thee: for thou hast {now} made known unto us the king's matter.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
galatians-5-22-23.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'But the fruit of the Spirit is love, joy, peace, longsuffering, gentleness, goodness, faith, Meekness, temperance: against such there is no law.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-6-9-10.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Know ye not that the unrighteous shall not inherit the kingdom of God? Be not deceived: neither fornicators, nor idolaters, nor adulterers, nor effeminate, nor abusers of themselves with mankind, Nor thieves, nor covetous, nor drunkards, nor revilers, nor extortioners, shall inherit the kingdom of God.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-7-2.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Nevertheless, {to avoid} fornication, let every man have his own wife, and let every woman have her own husband.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-15-1-2.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Moreover, brethren, I declare unto you the gospel which I preached unto you, which also ye have received, and wherein ye stand; By which also ye are saved, if ye keep in memory what I preached unto you, unless ye have believed in vain. {keep...: or, hold fast} {what: Gr. by what speech}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-13-4-7.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Charity suffereth long, {and} is kind; charity envieth not; charity vaunteth not itself, is not puffed up, {vaunteth...: or, is not rash} Doth not behave itself unseemly, seeketh not her own, is not easily provoked, thinketh no evil; Rejoiceth not in iniquity, but rejoiceth in the truth; {in the truth: or, with the truth} Beareth all things, believeth all things, hopeth all things, endureth all things.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-5-42.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'And daily in the temple, and in every house, they ceased not to teach and preach Jesus Christ.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
ecclesiastes-1-18.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For in much wisdom {is} much grief: and he that increaseth knowledge increaseth sorrow.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-8-6.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'But to us {there is but} one God, the Father, of whom {are} all things, and we in him; and one Lord Jesus Christ, by whom {are} all things, and we by him. {in: or, for}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-9-31.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Then had the churches rest throughout all Judaea and Galilee and Samaria, and were edified; and walking in the fear of the Lord, and in the comfort of the Holy Ghost, were multiplied.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-corinthians-7-10.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For godly sorrow worketh repentance to salvation not to be repented of: but the sorrow of the world worketh death.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-2-11.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For what man knoweth the things of a man, save the spirit of man which is in him? even so the things of God knoweth no man, but the Spirit of God.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-9-27.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'But I keep under my body, and bring {it} into subjection: lest that by any means, when I have preached to others, I myself should be a castaway.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-corinthians-8-12.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For if there be first a willing mind, {it is} accepted according to that a man hath, {and} not according to that he hath not.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-3-26.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Unto you first God, having raised up his Son Jesus, sent him to bless you, in turning away every one of you from his iniquities.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-3-19.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Repent ye therefore, and be converted, that your sins may be blotted out, when the times of refreshing shall come from the presence of the Lord;'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
deuteronomy-10-12-13.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'And now, Israel, what doth the LORD thy God require of thee, but to fear the LORD thy God, to walk in all his ways, and to love him, and to serve the LORD thy God with all thy heart and with all thy soul, To keep the commandments of the LORD, and his statutes, which I command thee this day for thy good?'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
isaiah-40-31.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'But they that wait upon the LORD shall renew {their} strength; they shall mount up with wings as eagles; they shall run, and not be weary; {and} they shall walk, and not faint. {renew: Heb. change}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
colossians-2-16-17.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Let no man therefore judge you in meat, or in drink, or in respect of an holyday, or of the new moon, or of the sabbath {days}: {in meat...: or, for eating and drinking} {respect: or, part} Which are a shadow of things to come; but the body {is} of Christ.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
romans-6-23.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For the wages of sin {is} death; but the gift of God {is} eternal life through Jesus Christ our Lord.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-corinthians-6-10.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'As sorrowful, yet alway rejoicing; as poor, yet making many rich; as having nothing, and {yet} possessing all things.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-corinthians-5-14-15.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'For the love of Christ constraineth us; because we thus judge, that if one died for all, then were all dead: And {that} he died for all, that they which live should not henceforth live unto themselves, but unto him which died for them, and rose again.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
daniel-10-3.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'I ate no pleasant bread, neither came flesh nor wine in my mouth, neither did I anoint myself at all, till three whole weeks were fulfilled. {pleasant...: Heb. bread of desires}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
colossians-3-2.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Set your affection on things above, not on things on the earth. {affection: or, mind}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
ecclesiastes-11-5.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'As thou knowest not what {is} the way of the spirit, {nor} how the bones {do grow} in the womb of her that is with child: even so thou knowest not the works of God who maketh all.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-13-3.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'And though I bestow all my goods to feed {the poor}, and though I give my body to be burned, and have not charity, it profiteth me nothing.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
acts-10-47.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Can any man forbid water, that these should not be baptized, which have received the Holy Ghost as well as we?'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
2-chronicles-19-7.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Wherefore now let the fear of the LORD be upon you; take heed and do {it}: for {there is} no iniquity with the LORD our God, nor respect of persons, nor taking of gifts.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
ecclesiastes-11-10.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'Therefore remove sorrow from thy heart, and put away evil from thy flesh: for childhood and youth {are} vanity. {sorrow: or, anger}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
colossians-1-27.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'To whom God would make known what {is} the riches of the glory of this mystery among the Gentiles; which is Christ in you, the hope of glory: {in: or, among}'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
1-corinthians-8-4.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'As concerning therefore the eating of those things that are offered in sacrifice unto idols, we know that an idol {is} nothing in the world, and that {there is} none other God but one.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
galatians-2-20.png,"A cinematic 16:9 wide-angle 3D animated scene representing the bible verse: 'I am crucified with Christ: nevertheless I live; yet not I, but Christ liveth in me: and the life which I now live in the flesh I live by the faith of the Son of God, who loved me, and gave himself for me.'. Style: High-quality 3D animation (Pixar/Disney style), warm golden and brown color palette, volumetric lighting, divine atmosphere, peaceful and majestic. Wide shot, detailed background. No text, no words on image, 8k resolution, masterpiece."
